group,names,scores,logfoldchanges,pvals,pvals_adj
CD8 T cells,PPP6C,5.631961,,1.781720352652255e-08,7.213442723288482e-08
CD8 T cells,CRTC2,5.624052,,1.8652941077170147e-08,7.536541849361676e-08
CD8 T cells,SLC39A3,5.6127653,,1.9911849087911132e-08,8.012816534370677e-08
CD8 T cells,CWC27,5.609882,,2.0246469593852786e-08,8.114817472486086e-08
CD8 T cells,TBC1D15,5.603085,,2.10569627304766e-08,8.42278509219064e-08
CD8 T cells,SRGN,5.601561,,2.1242986842358546e-08,8.480234268406605e-08
CD8 T cells,C1orf35,5.5988426,,2.1578782241637676e-08,8.597124399058835e-08
CD8 T cells,R3HDM1,5.597936,,2.169185482255366e-08,8.624991977158512e-08
CD8 T cells,UBB,5.596206,,2.1909319944525682e-08,8.694174581160984e-08
CD8 T cells,TOP1MT,5.5756927,2.2746747,2.4654722045782682e-08,9.764246354765419e-08
CD8 T cells,HARS,5.5752807,,2.471313446807417e-08,9.768037339159751e-08
CD8 T cells,METTL23,5.5721498,,2.516147944811149e-08,9.925632918387176e-08
CD8 T cells,TASP1,5.559298,,2.70861999940043e-08,1.064290765972664e-07
CD8 T cells,POMT1,5.557156,,2.7420578640009005e-08,1.0753168094121178e-07
CD8 T cells,FAM98A,5.5529957,,2.8081527700724593e-08,1.0990813190107473e-07
CD8 T cells,CTD-2547L24.4,5.5482583,,2.8852920726964533e-08,1.1270672158970521e-07
CD8 T cells,RAD21,5.544716,,2.9443185299664786e-08,1.1478824678231885e-07
CD8 T cells,C3orf38,5.540926,,3.00875994770631e-08,1.1707237150608211e-07
CD8 T cells,ARGLU1,5.537301,,3.071678764505105e-08,1.192884957089361e-07
CD8 T cells,LPIN1,5.536601,,3.08397979023285e-08,1.1953410039662207e-07
CD8 T cells,CASC4,5.526921,,3.2589987460128905e-08,1.258300674136251e-07
CD8 T cells,DPM1,5.523461,,3.323866307281693e-08,1.2808733361393805e-07
CD8 T cells,ISCA2,5.5227194,,3.337928554448892e-08,1.2838186747880352e-07
CD8 T cells,HMG20A,5.5209894,,3.3709652537843446e-08,1.2940365657521476e-07
CD8 T cells,EXOSC8,5.5171995,,3.4444433817319815e-08,1.3197101079432878e-07
CD8 T cells,S1PR4,5.5148106,,3.491562441365023e-08,1.335205522510525e-07
CD8 T cells,ARID4B,5.512998,,3.527724376766282e-08,1.3464596857886572e-07
CD8 T cells,CCR10,5.5125036,3.3728862,3.5376495999835965e-08,1.347676038088989e-07
CD8 T cells,ARPP19,5.5057483,,3.676038975835457e-08,1.3950812052506476e-07
CD8 T cells,PPIG,5.501217,,3.771787800241782e-08,1.428707500091584e-07
CD8 T cells,ANTXR2,5.4979215,2.7414236,3.842937897192285e-08,1.4501652442235035e-07
CD8 T cells,TMCC1-AS1,5.493967,-0.381765,3.930037117209104e-08,1.4802399688169882e-07
CD8 T cells,TCEAL4,5.4882,3.0727239,4.060496995237911e-08,1.526502629788688e-07
CD8 T cells,CDH1,5.483587,-0.25877893,4.167879151737791e-08,1.5631868205382733e-07
CD8 T cells,RP11-178G16.4,5.4797144,1.2075555,4.260124218607859e-08,1.5925698013487323e-07
CD8 T cells,GINM1,5.4774904,,4.314008054795452e-08,1.6097044980580045e-07
CD8 T cells,NIPSNAP3B,5.471229,0.7279414,4.469252966861614e-08,1.664526244641197e-07
CD8 T cells,PRKD2,5.470652,,4.483821217776855e-08,1.666848036348273e-07
CD8 T cells,C21orf33,5.4574294,,4.8307647943042955e-08,1.782570034798633e-07
CD8 T cells,THYN1,5.457059,,4.8408578738010627e-08,1.7830047417315146e-07
CD8 T cells,EMB,5.452157,,4.9762480747747636e-08,1.8295029686671923e-07
CD8 T cells,ZUFSP,5.4335794,,5.523470089274516e-08,2.023249116950372e-07
CD8 T cells,FNTA,5.4304485,,5.6212519807170065e-08,2.0553023695491797e-07
CD8 T cells,RP5-894D12.3,5.4196563,0.27392206,5.971369029997238e-08,2.1753621238605602e-07
CD8 T cells,CTA-29F11.1,5.415043,,6.127402142051794e-08,2.2281462334733797e-07
CD8 T cells,MED30,5.4098525,,6.30766228173119e-08,2.2853848846852137e-07
CD8 T cells,RNASEH2B,5.3941174,,6.886124597898719e-08,2.485965558808202e-07
CD8 T cells,BSDC1,5.3883505,,7.110734067920488e-08,2.562426691142518e-07
CD8 T cells,RP11-138A9.2,5.3834896,,7.305544680274873e-08,2.6231758277468125e-07
CD8 T cells,PPP1R14A,5.3817596,,7.376123632712695e-08,2.643771911366557e-07
CD8 T cells,YPEL4,5.3805237,-2.667322,7.426941038295749e-08,2.6572239850789794e-07
CD8 T cells,ZNF232,5.3729444,,7.746119484937702e-08,2.7664712446206074e-07
CD8 T cells,CCNG1,5.3721204,,7.78160281174261e-08,2.774189950710378e-07
CD8 T cells,ARRDC3,5.362811,,8.193664524271737e-08,2.9107156391729087e-07
CD8 T cells,CCL4,5.35828,,8.401794394883096e-08,2.9740865114630434e-07
CD8 T cells,TMPRSS11E,5.357662,,8.430569375654966e-08,2.9789997793833803e-07
CD8 T cells,DDI2,5.3427505,,9.154668879314086e-08,3.2121645190575743e-07
CD8 T cells,UBE3A,5.3393316,,9.328986099493766e-08,3.2584106513038744e-07
CD8 T cells,CCNB1,5.339208,-1.3127285,9.3353465159856e-08,3.2584106513038744e-07
CD8 T cells,LSM14A,5.3230195,,1.0205878653582557e-07,3.5314459008936184e-07
CD8 T cells,PRAF2,5.321619,,1.0284780482282166e-07,3.552601202860852e-07
CD8 T cells,NIT2,5.3142867,,1.070758756263496e-07,3.6922715733224003e-07
CD8 T cells,LGALS3BP,5.311486,,1.087350980524732e-07,3.7301920429664906e-07
CD8 T cells,EFCAB14,5.3052244,,1.125344121670177e-07,3.8539182248978667e-07
CD8 T cells,PACS1,5.2893653,,1.2274139761132786e-07,4.189126198338835e-07
CD8 T cells,C12orf45,5.2733417,,1.3396177546665176e-07,4.5410771344627715e-07
CD8 T cells,MNAT1,5.2717767,,1.3510959238344612e-07,4.572236628881426e-07
CD8 T cells,LAMP3,5.2685223,0.5811292,1.3752637023114987e-07,4.638326146075881e-07
CD8 T cells,HAPLN3,5.259872,,1.4415579458490947e-07,4.845572927223848e-07
CD8 T cells,ITGB7,5.256865,,1.4653190068812296e-07,4.917177875440368e-07
CD8 T cells,TARSL2,5.2557116,,1.4745329784199168e-07,4.939808972931044e-07
CD8 T cells,USP36,5.253322,,1.4937976520505688e-07,4.987638237230614e-07
CD8 T cells,PTTG1,5.2413764,,1.5938304528055433e-07,5.29511778340712e-07
CD8 T cells,MTRF1,5.2304196,,1.6912582901789568e-07,5.581710528643422e-07
CD8 T cells,TBCK,5.2234993,2.5382397,1.755732302431922e-07,5.775435205368165e-07
CD8 T cells,MIS18A,5.219545,,1.793634805726707e-07,5.880769854841662e-07
CD8 T cells,XXbac-BPGBPG55C20.2,5.208299,0.4482472,1.9057936470661482e-07,6.238277077139601e-07
CD8 T cells,DNAJA3,5.2018323,,1.9733346290033217e-07,6.448805977135038e-07
CD8 T cells,SCT,5.195406,-2.376119,2.042734023575472e-07,6.632253323296987e-07
CD8 T cells,RP13-131K19.2,5.1846137,0.3201933,2.1646298081016425e-07,7.005274459875866e-07
CD8 T cells,EPC1,5.181648,,2.1993405983155103e-07,7.106108556754476e-07
CD8 T cells,OARD1,5.1802473,,2.2159181751585094e-07,7.148123145672612e-07
CD8 T cells,ANKEF1,5.1603928,-0.006796018,2.4643229494254864e-07,7.923868004583558e-07
CD8 T cells,C1orf186,5.1588273,0.31483626,2.4850118682551174e-07,7.977566190225096e-07
CD8 T cells,RBBP6,5.155697,,2.526894240465935e-07,8.060268709620207e-07
CD8 T cells,CD96,5.1477056,,2.636919628867034e-07,8.397833212952337e-07
CD8 T cells,LAMP5,5.1341944,-1.3466349,2.833549084906742e-07,9.009695023550848e-07
CD8 T cells,CHTF8,5.1285925,,2.919166292997892e-07,9.237868015816114e-07
CD8 T cells,IL7R,5.127851,,2.930683490298047e-07,9.259663476455125e-07
CD8 T cells,ING5,5.11434,4.017979,3.1484000560679847e-07,9.893717946273363e-07
CD8 T cells,NNT-AS1,5.1141753,,3.151149165888066e-07,9.893717946273363e-07
CD8 T cells,CHERP,5.1137633,,3.158032083746809e-07,9.89978709638498e-07
CD8 T cells,KRTAP5-AS1,5.1005816,,3.3861117667099527e-07,1.0562419150428307e-06
CD8 T cells,GGNBP2,5.0996757,,3.4023632665856594e-07,1.0582778434170014e-06
CD8 T cells,GIMAP5,5.099181,,3.4112594291161284e-07,1.0593973382348224e-06
CD8 T cells,MFF,5.0967097,,3.4560781067591284e-07,1.0716521261268614e-06
CD8 T cells,Y_RNA,5.0865765,0.38208768,3.6458497879533895e-07,1.1274909148428336e-06
CD8 T cells,CD1E,5.0743012,0.3046698,3.8892283636018147e-07,1.1966856503390198e-06
CD8 T cells,CCT7,5.068864,,4.001976455519333e-07,1.2276001397298568e-06
CD8 T cells,ATF7IP2,5.067628,,4.028037424199188e-07,1.2337021207348201e-06
CD8 T cells,P2RY6,5.0664744,-2.4553428,4.0525086836715186e-07,1.2392992916426661e-06
CD8 T cells,MEG3,5.0643325,-1.273773,4.0983364180015606e-07,1.2494928103663295e-06
CD8 T cells,AC137932.6,5.0627675,-0.58126605,4.132141713556475e-07,1.2578818001693987e-06
CD8 T cells,RP5-1073O3.7,5.062273,2.9306364,4.142872851743783e-07,1.259231869830937e-06
CD8 T cells,PSMC5,5.059554,,4.202376443273795e-07,1.2753798006900742e-06
CD8 T cells,PRPS2,5.0574946,,4.248003008363239e-07,1.287273638897951e-06
CD8 T cells,PDIK1L,5.0531282,,4.3463172794131114e-07,1.3130867913634777e-06
CD8 T cells,RP11-10K16.1,5.0513983,0.25035834,4.385876085919898e-07,1.3216170110243653e-06
CD8 T cells,ITM2A,5.051316,,4.387768476600893e-07,1.3216170110243653e-06
CD8 T cells,EIF1AY,5.0192685,,5.186865989502323e-07,1.5483182058215886e-06
CD8 T cells,NT5C3A,5.006293,,5.548833760106694e-07,1.651438619079373e-06
CD8 T cells,LILRA4,5.0046864,,5.595308047801785e-07,1.6627958537300993e-06
CD8 T cells,DSCR3,4.997519,,5.807266647050064e-07,1.7232245243472e-06
CD8 T cells,RP11-390E23.6,4.997107,,5.819680523828603e-07,1.7243497848381045e-06
CD8 T cells,SNAP47,4.990928,,6.008986692998009e-07,1.7778067139047365e-06
CD8 T cells,RPUSD2,4.9866853,,6.142399547066403e-07,1.8145936623534423e-06
CD8 T cells,PURA,4.982525,,6.275991690893291e-07,1.8485984361983184e-06
CD8 T cells,METTL21A,4.979724,,6.367507642080808e-07,1.8700462972337174e-06
CD8 T cells,SURF6,4.978076,-4.3517675,6.421939922793356e-07,1.8805094942293866e-06
CD8 T cells,TADA2A,4.967778,2.461639,6.772440191208365e-07,1.974472358952876e-06
CD8 T cells,CYB5B,4.9573154,,7.147394804383357e-07,2.07773104778586e-06
CD8 T cells,SH3BGRL3,4.9484177,,7.481919396092481e-07,2.1718198537278614e-06
CD8 T cells,NKTR,4.9442163,,7.645084416370143e-07,2.2063735689379924e-06
CD8 T cells,SLC4A7,4.934577,,8.032458051332368e-07,2.311498719807876e-06
CD8 T cells,PRPF6,4.918677,,8.713111290409872e-07,2.4965934929541183e-06
CD8 T cells,DDX56,4.8989873,,9.633195690994227e-07,2.7507207496145774e-06
CD8 T cells,DEXI,4.8988223,,9.641276227399094e-07,2.7507207496145774e-06
CD8 T cells,NAP1L4,4.896104,,9.775550904742013e-07,2.7850572378182377e-06
CD8 T cells,CD82,4.869164,,1.1207138142259387e-06,3.1748266691952938e-06
CD8 T cells,MAX,4.864468,,1.1476503288834258e-06,3.2465355838286445e-06
CD8 T cells,TOP2B,4.854335,,1.2079152237436724e-06,3.397792471852806e-06
CD8 T cells,RCL1,4.8470025,,1.2534079872066504e-06,3.515870931855962e-06
CD8 T cells,GPKOW,4.8442016,,1.2712186633400063e-06,3.5608365919888133e-06
CD8 T cells,FUS,4.8436246,,1.2749156677031068e-06,3.5661976718968025e-06
CD8 T cells,GTF2H2,4.8346863,,1.333558875589346e-06,3.7250247921490114e-06
CD8 T cells,SH3BP5,4.8336563,,1.3404793460534674e-06,3.7391334617948884e-06
CD8 T cells,HERPUD2,4.8198156,,1.4369087721823338e-06,3.987523581499797e-06
CD8 T cells,HIST1H2BJ,4.814049,1.5195576,1.4790264471220156e-06,4.097026169313063e-06
CD8 T cells,NR2C1,4.8066344,0.38613153,1.5349243765694639e-06,4.240122587208464e-06
CD8 T cells,TMEM87A,4.8053985,,1.5444360022050624e-06,4.260513109531207e-06
CD8 T cells,CAMK2N1,4.7955947,,1.6219290138539314e-06,4.468124005107249e-06
CD8 T cells,THOC7,4.7914753,,1.6555923352827217e-06,4.554586892112027e-06
CD8 T cells,MAP2K7,4.788345,,1.6816245555741246e-06,4.613510440532578e-06
CD8 T cells,ZNHIT3,4.782166,,1.7341631318558078e-06,4.744632371698517e-06
CD8 T cells,ALG13,4.7771406,,1.7780543192787257e-06,4.8580719105976115e-06
CD8 T cells,SIAH2,4.7709618,,1.8334831611194053e-06,4.989069826175253e-06
CD8 T cells,PARP1,4.7612405,,1.9240664703172478e-06,5.221347273588189e-06
CD8 T cells,ACTB,4.758357,,1.9517509911268037e-06,5.282140706703123e-06
CD8 T cells,FBXO33,4.756215,,1.972563942451442e-06,5.324059223890532e-06
CD8 T cells,ATG4C,4.747812,,2.0562925291967086e-06,5.527668089238464e-06
CD8 T cells,NARS,4.74015,,2.1356001652811777e-06,5.733154806123967e-06
CD8 T cells,PLD6,4.7389145,-1.0530642,2.1486637531947007e-06,5.760492635910725e-06
CD8 T cells,ZNF528,4.738173,,2.156538707528274e-06,5.773865348134603e-06
CD8 T cells,C16orf58,4.7363605,2.7392092,2.1759054600905556e-06,5.817929037675283e-06
CD8 T cells,ZAP70,4.7347126,,2.1936564526811118e-06,5.849750540482965e-06
CD8 T cells,ZNF493,4.7327356,,2.215141245326758e-06,5.896118982638888e-06
CD8 T cells,DUT,4.7319527,,2.2237013437525717e-06,5.906245268931134e-06
CD8 T cells,DTX3,4.708514,,2.4952869465271314e-06,6.592567890428353e-06
CD8 T cells,NENF,4.7068667,,2.5155321738833944e-06,6.637288057739827e-06
CD8 T cells,MAGEH1,4.7059608,,2.5267341602424345e-06,6.649300421690617e-06
CD8 T cells,TTC1,4.705384,,2.533887611269476e-06,6.659362973112946e-06
CD8 T cells,SIRT1,4.7025003,4.0045414,2.5699474409596044e-06,6.745268873909722e-06
CD8 T cells,COPS6,4.6959095,,2.654228802083257e-06,6.948242937390725e-06
CD8 T cells,N4BP2L1,4.6885777,,2.751108364885611e-06,7.183050561059037e-06
CD8 T cells,KIF3A,4.678856,,2.8847986200221003e-06,7.502727230226529e-06
CD8 T cells,NSA2,4.6697116,,3.016231780415385e-06,7.803963209354165e-06
CD8 T cells,ARF4,4.6613083,,3.1420581430402445e-06,8.119013289509675e-06
CD8 T cells,ST7L,4.656695,-1.6578318,3.21326454205908e-06,8.281609644482164e-06
CD8 T cells,PCSK7,4.6472616,,3.363704001016856e-06,8.647053987189861e-06
CD8 T cells,CYLD,4.6451607,,3.3981159039773904e-06,8.722821377059728e-06
CD8 T cells,CIRH1A,4.6446667,,3.406261747741824e-06,8.722821377059728e-06
CD8 T cells,MAF1,4.643966,,3.41783375369704e-06,8.74126279717913e-06
CD8 T cells,POLR2I,4.6193748,,3.848985288386668e-06,9.793855695640377e-06
CD8 T cells,LGALSL,4.618798,-0.89891976,3.8596965060711325e-06,9.800073630625274e-06
CD8 T cells,MRPS33,4.6187153,,3.861229010466358e-06,9.800073630625274e-06
CD8 T cells,ESAM,4.608582,-0.119775005,4.054241168595171e-06,1.0237982748977703e-05
CD8 T cells,POLDIP2,4.6019917,,4.184704171517036e-06,1.0554108881505763e-05
CD8 T cells,SNHG12,4.5988607,,4.248074381225019e-06,1.0700439247418183e-05
CD8 T cells,SAMD1,4.5979548,5.786913,4.266589339920845e-06,1.0733558087851181e-05
CD8 T cells,DNPH1,4.597543,,4.2750307684789365e-06,1.0741283337886774e-05
CD8 T cells,IRF9,4.5771112,,4.714405451202703e-06,1.1790654326477767e-05
CD8 T cells,TMCO1,4.5770288,,4.716261730591107e-06,1.1790654326477767e-05
CD8 T cells,STK17A,4.5720034,,4.8308281999114895e-06,1.2061993008518075e-05
CD8 T cells,RNF26,4.5715914,0.8780731,4.840336179134936e-06,1.2070663788366422e-05
CD8 T cells,SDCCAG8,4.5673075,,4.940287557289023e-06,1.2304576730483245e-05
CD8 T cells,CDC123,4.5653715,,4.9861036156849325e-06,1.2403242825086896e-05
CD8 T cells,RBM25,4.5611286,,5.08793622159139e-06,1.2625151914618833e-05
CD8 T cells,LBR,4.556103,,5.2111307043762075e-06,1.2914822067846859e-05
CD8 T cells,NARG2,4.5430865,,5.543646272150215e-06,1.3654301162931563e-05
CD8 T cells,SHOC2,4.541274,,5.591526547628156e-06,1.3738394465916846e-05
CD8 T cells,AC009501.4,4.5360837,,5.730838097333645e-06,1.4063406373824897e-05
CD8 T cells,ARID5B,4.5285044,,5.9402597178950335e-06,1.4541639456291392e-05
CD8 T cells,SETD1B,4.5243855,,6.057127657486161e-06,1.4809603074538292e-05
CD8 T cells,UBLCP1,4.5173,,6.263305234236209e-06,1.5295006677011498e-05
CD8 T cells,MINA,4.5161057,,6.298722752204103e-06,1.5362738420010006e-05
CD8 T cells,TAF7,4.514952,,6.333100757370161e-06,1.5411999653568543e-05
CD8 T cells,MMADHC,4.514911,,6.334331857616671e-06,1.5411999653568543e-05
CD8 T cells,CIAPIN1,4.508815,,6.519081444349476e-06,1.580383380448358e-05
CD8 T cells,PLEK2,4.499423,-2.2204914,6.813819218712686e-06,1.6498351619159045e-05
CD8 T cells,OVCH1-AS1,4.498352,,6.848228151513425e-06,1.656161584404698e-05
CD8 T cells,VOPP1,4.4923377,,7.044555905647718e-06,1.6995309784433578e-05
CD8 T cells,SNRPB,4.4744606,,7.660451608236973e-06,1.845891953792042e-05
CD8 T cells,DPH5,4.4721537,,7.743575368861683e-06,1.863676382397517e-05
CD8 T cells,SEMA4F,4.4668813,-2.472634,7.93682294728025e-06,1.9078901315577528e-05
CD8 T cells,THOC6,4.46235,,8.106570687656958e-06,1.9463555072405662e-05
CD8 T cells,BEX4,4.460208,,8.188017903254447e-06,1.9635534540178533e-05
CD8 T cells,GBP1,4.459796,,8.20377024589429e-06,1.9649749091962374e-05
CD8 T cells,ACAT2,4.455759,,8.359683909664758e-06,1.9999243803025738e-05
CD8 T cells,ADAM10,4.4403534,,8.981131809099508e-06,2.1409134229081068e-05
CD8 T cells,RCHY1,4.440024,,8.994895268384936e-06,2.141641730567842e-05
CD8 T cells,TIGIT,4.437058,,9.119676647015623e-06,2.1661939779134498e-05
CD8 T cells,RBPJ,4.432774,,9.302839962617842e-06,2.2070794691857276e-05
CD8 T cells,ADSL,4.419675,,9.884953693703049e-06,2.3341094908389726e-05
CD8 T cells,SUCLG2,4.4189334,,9.918923107650919e-06,2.3393686574648393e-05
CD8 T cells,NFE2L2,4.4106126,,1.0307862531678621e-05,2.425379419218499e-05
CD8 T cells,SDAD1,4.410118,,1.033142035795425e-05,2.4280658890609284e-05
CD8 T cells,CXXC1,4.408635,,1.0402402727910365e-05,2.441878574626846e-05
CD8 T cells,CAND1,4.4072347,,1.0469869081951315e-05,2.4548344858033564e-05
CD8 T cells,NOG,4.3937235,,1.1142540580952471e-05,2.6003595288103785e-05
CD8 T cells,SMIM5,4.382931,-1.787538,1.170930082970592e-05,2.7294407528452028e-05
CD8 T cells,DNASE1L3,4.3819427,0.2327273,1.1762571710627441e-05,2.7354817931691723e-05
CD8 T cells,SNX9,4.3690085,,1.2481196066064317e-05,2.882428466528401e-05
CD8 T cells,KIAA0196,4.368761,,1.249532740240062e-05,2.882428466528401e-05
CD8 T cells,RCN2,4.3643947,,1.2747512672758052e-05,2.937214901557155e-05
CD8 T cells,ACOT13,4.3593693,,1.30437747961925e-05,2.9979462082229216e-05
CD8 T cells,HMBOX1,4.353932,,1.3371715816186832e-05,3.059889202788749e-05
CD8 T cells,PPA1,4.349895,,1.36202588588732e-05,3.113202024885303e-05
CD8 T cells,RP3-395M20.9,4.340009,0.33436254,1.4247681033865255e-05,3.2454854291264816e-05
CD8 T cells,FGFBP2,4.336137,,1.4500855668153083e-05,3.299398331775445e-05
CD8 T cells,RP11-400F19.6,4.328228,-1.1994697,1.5031372278148088e-05,3.4162209723063835e-05
CD8 T cells,STOML2,4.3233676,,1.536654679436327e-05,3.4884328704570426e-05
CD8 T cells,PDK2,4.3173532,,1.5791121807596326e-05,3.5807532443529084e-05
CD8 T cells,CES4A,4.3164473,,1.5856060367791775e-05,3.5914066518214665e-05
CD8 T cells,ORC2,4.3143053,2.2414155,1.6010564972472215e-05,3.6222997675276506e-05
CD8 T cells,ZNF3,4.3124514,,1.6145428205573327e-05,3.6466043977496374e-05
CD8 T cells,GRAP,4.311916,,1.618458984447454e-05,3.649287450839806e-05
CD8 T cells,PMEPA1,4.3064785,2.5852506,1.658739189753378e-05,3.7316967148557434e-05
CD8 T cells,RPL22L1,4.288931,,1.7953529960083578e-05,4.025455148000802e-05
CD8 T cells,TMEM60,4.28407,,1.83505041445461e-05,4.1098553515220826e-05
CD8 T cells,TPO,4.27855,0.35851175,1.8811443146462058e-05,4.208376542832675e-05
CD8 T cells,NFAT5,4.2717123,,1.9397759652870008e-05,4.334694894496091e-05
CD8 T cells,PPP1R8,4.266852,,1.9825077997639594e-05,4.420307245850522e-05
CD8 T cells,ZNF836,4.258943,,2.0539594363514024e-05,4.569431449057625e-05
CD8 T cells,HOOK2,4.256636,,2.075257098044288e-05,4.6116824400984175e-05
CD8 T cells,TCEA1,4.2442784,,2.192978989226098e-05,4.86248112910443e-05
CD8 T cells,EMC10,4.241642,,2.218902736076961e-05,4.914513258199249e-05
CD8 T cells,LYRM4,4.2270603,,2.3676441925809744e-05,5.226587621591555e-05
CD8 T cells,GOLGA7,4.21359,,2.513430566323205e-05,5.530100255936645e-05
CD8 T cells,NUDT16L1,4.2132196,,2.517561327497012e-05,5.5331018186747514e-05
CD8 T cells,PPIL4,4.212066,,2.5304539212236005e-05,5.555332428591878e-05
CD8 T cells,OAT,4.204899,,2.611990873513424e-05,5.721776283709581e-05
CD8 T cells,TRAF3IP3,4.198061,,2.692103348546501e-05,5.890816955243984e-05
CD8 T cells,IL1R2,4.1971545,-0.35051176,2.7028943791205228e-05,5.907965856001142e-05
CD8 T cells,TMEM248,4.193365,,2.7484677608472272e-05,5.9944771228947154e-05
CD8 T cells,HAUS1,4.192376,,2.760476084477324e-05,6.014109116508331e-05
CD8 T cells,TIMM10B,4.1824903,,2.8833348193167285e-05,6.254522384634985e-05
CD8 T cells,SAFB2,4.181584,,2.8948533088587543e-05,6.272704894601851e-05
CD8 T cells,SDHA,4.181172,,2.900103433310891e-05,6.277280158681582e-05
CD8 T cells,ANKRD54,4.180266,,2.9116855843994666e-05,6.295536398701549e-05
CD8 T cells,UXS1,4.1800184,,2.9148519756195195e-05,6.295576621208465e-05
CD8 T cells,STX16,4.1797714,,2.9180216397436196e-05,6.295623818217086e-05
CD8 T cells,RGMB,4.1610703,4.94893,3.167596390352246e-05,6.812035248069346e-05
CD8 T cells,SCAPER,4.160741,,3.172170911210155e-05,6.814545459098076e-05
CD8 T cells,GRAP2,4.1523376,,3.290964419310374e-05,7.047033017795233e-05
CD8 T cells,IFI27,4.1510196,,3.309977890560975e-05,7.072602330258493e-05
CD8 T cells,ATXN7L3B,4.1497836,,3.327897753878283e-05,7.103303636880007e-05
CD8 T cells,TMEM14B,4.1438518,,3.415203463824379e-05,7.281883718175649e-05
CD8 T cells,EIF2S1,4.1404743,,3.4658868000872505e-05,7.382080511367946e-05
CD8 T cells,WHAMM,4.13998,,3.473363522822054e-05,7.39013515494054e-05
CD8 T cells,ERI3,4.1218553,,3.758333029798561e-05,7.954143978409654e-05
CD8 T cells,RP11-219B4.7,4.1211963,1.110623,3.769102651065568e-05,7.968504547707333e-05
CD8 T cells,BET1,4.11856,,3.8124748063460226e-05,8.034720350571175e-05
CD8 T cells,HKDC1,4.107438,0.5208307,4.000721124741298e-05,8.413714247615769e-05
CD8 T cells,RP11-1070N10.3,4.0879955,1.3408091,4.351169823536528e-05,9.121949315590207e-05
CD8 T cells,DDX24,4.0879955,,4.351169823536528e-05,9.121949315590207e-05
CD8 T cells,NDNL2,4.0786033,,4.5307036811154173e-05,9.44880851118961e-05
CD8 T cells,ATP1A1,4.0697885,,4.7055868025877084e-05,9.779679732810832e-05
CD8 T cells,GAS6,4.0696235,1.0023876,4.708915791348415e-05,9.779679732810832e-05
CD8 T cells,SAMD3,4.0676875,,4.7481990525854984e-05,9.851035378808088e-05
